@relation 'weatherData-weka.filters.unsupervised.attribute.Remove-R1-2,6-7'

@attribute temperature numeric
@attribute pressure numeric
@attribute humidity numeric

@data
7,756.1,73
7.6,755.2,62
9.3,754.6,52
10.4,754.1,56
13.5,753.8,56
15.8,753.2,41
14.3,753.8,49
10.9,754.2,61
8,754.6,74
9.3,754.1,72
9.8,753,75
11.3,751.5,90
17,748.1,80
16.7,748.5,76
14.8,750.8,86
16.2,753.2,61
15.2,754.4,58
16.4,757.8,45
17.6,759,42
19.9,759.8,33
19.5,761.1,33
17.8,761.8,42
13.7,762,52
9.2,762.1,65
7.7,761.8,73
9.1,761.1,61
12.1,760.1,54
14.2,759.2,46
13.9,758.9,43
12.1,758.7,50
9.9,757.7,57
5.9,756.7,73
6.4,755.4,82
7.7,754.3,80
11.1,753.1,48
13.3,752.1,43
13.3,751.2,50
9.2,750.6,78
7.8,749.4,68
6.9,748.6,71
7.5,748.6,65
8,748.1,58
14,747,37
14.1,746.7,29
13.6,747,30
10.4,747.4,45
4.3,748,80
3.3,748.4,87
9.7,748.6,50
11.6,748.2,48
11.1,747.2,48
7.5,745.9,80
7.4,744.2,88
7.6,742.8,84
8.1,742,84
8.5,742,89
8.8,742.4,85
7.3,742.4,88
6.9,742.1,93
6.9,740.6,94
6.7,740,43
6.9,739.7,87
7.6,740.6,94
9.2,742.8,90
12,744.3,66
12.2,745.4,70
12.8,746.8,68
12.6,747.1,66
8.3,747.4,88
8,746.9,97
8.5,746.8,95
9.7,747.8,90
11.5,750.3,67
16.6,751.1,29
16.7,753.5,26
15.9,755.6,31
11.6,757.4,45
6.1,759.2,64
6,759.6,70
6.3,760.6,70
9.1,761.4,57
11,761.8,51
9.1,763.4,60
10.1,763.4,47
7.7,763.4,63
6.1,764.3,60
4.9,764.4,61
5,764.6,61
6.2,764.6,50
8.7,764.3,33
7.9,764.3,46
6.3,763.9,51
2.8,763,77
1.1,761.3,90
3.6,760.3,47
2.9,759.6,57
4.5,759.2,40
6,758.6,34
6.5,757.8,39
6.1,756.8,51
4.1,756.4,77
1.1,756.3,92
1.5,756.8,96
2.8,757.4,94
3.2,758.3,79
3.3,759,84
4.8,759.4,83
5.6,759.9,74
1,759.5,77
1.6,758.9,74
2.5,758.6,81
2.7,757.4,86
3.3,755.8,81
3.4,755.3,88
3.6,754.9,80
3.3,756.2,73
1.6,757.6,80
1.4,759.1,77
2,760.2,57
3.5,760.7,39
4.9,761.1,39
4,761.8,47
2.8,762.3,52
1,762.2,66
-1.3,761.7,72
-0.5,761.1,70
0.1,760.6,76
0.8,759.9,83
0.5,758.5,88
0,757,92
0.1,754.8,92
0.5,752.9,90
-0.3,753.4,88
0.1,753.9,94
5.1,753.8,73
5.5,755.8,69
5.5,758,65
6.3,760.1,45
5.9,762,51
5.3,763.6,58
2.5,765,58
3.5,765.9,50
4,766.2,38
4.9,766.2,34
6.5,766,26
5.8,765.4,22
5.1,764.3,41
3.9,761.6,73
9.2,758,55
8.9,757.7,58
8.4,758.1,61
10.2,758,56
13,758.6,56
12.2,759.7,70
10.5,760.4,79
7.9,761,88
8.3,761.2,77
9.6,762.7,66
10.3,763.6,66
10.6,764.5,66
11.8,765.2,58
11,766,70
8,766.4,90
7.5,766,91
7.3,765.7,88
8.1,765.9,93
8.1,766.2,90
9.6,766.2,71
10,766.7,69
7.4,767.8,80
7.3,768.4,74
6.4,768.6,79
5.8,767.7,89
5.7,767.6,86
6,766.6,85
6.3,766,83
6.5,764.8,82
6.3,764.1,83
5.6,762.8,82
4.3,761.7,85
3.4,761.5,88
4.3,761.9,80
5.6,762.1,71
6.9,762.7,56
10.4,762.5,45
12,763.4,36
9.5,764.6,43
6.1,764.8,76
1.8,764.7,91
2.8,764.6,77
6.5,764.4,56
7.1,764,61
7.4,763,59
6.5,762.1,64
4.9,760.3,75
3.6,758.5,83
3.3,756.2,88
5.1,754.1,84
5.9,752.5,85
8.1,751,71
9.1,749.8,54
8.9,748.6,49
7.1,747.3,66
5.3,745.7,81
2.9,744.5,88
3.5,743.8,86
5.5,743.4,77
6.1,743.7,80
6.5,743.3,75
6.5,743.2,75
6.8,742.9,64
6.4,743.2,62
6.8,744.6,53
7.5,746.5,47
7.2,748.7,45
7.4,751,44
7.3,752.6,51
4.8,753.8,64
4.2,753.8,80
4.4,752.8,82
3.1,752.1,78
3.7,751.6,78
4.8,751,80
5.5,750.5,89
7.1,749,91
8.1,748.2,84
7.3,747.8,85
8.7,747.5,85
6.6,748,88
7.5,749,83
7.6,750.6,91
9.5,751.4,89
14,751.9,58
13.9,752.8,55
16.5,753.9,49
11.3,755.3,76
7.6,756.4,75
10.3,758.2,67
11.5,759.6,64
10.1,761.1,67
13.5,762.4,56
14.7,764.2,52
13.3,765.4,54
9.4,766.1,60
3.9,766.8,80
5.2,768.1,75
5.7,768.5,65
8.5,768.9,55
11.4,769.6,48
13.6,770.4,33
11.3,771.1,38
8.1,771.8,56
2.2,770.8,81
4.4,770.1,60
8.2,769.1,45
10.9,768.2,38
13,766.8,32
13.8,765.8,33
13,765.3,48
7.6,764.8,73
4,764.4,87
3.7,765,88
3.7,765.6,75
3.8,766,65
5.9,765.8,58
8.1,765.8,40
7.2,766,57
4.8,765.9,57
2.2,764.4,60
4.6,764.2,51
6,763.4,51
5.4,762.3,60
6.9,761,56
6.9,759.5,56
5.5,757.8,69
4.5,755.3,74
3,753.1,79
4.5,751.2,69
4.9,?,66
5.3,749.2,65
6.3,748,70
3.5,747.4,86
1.9,748.6,87
2.7,751.4,65
2.9,754.4,36
3.7,756.8,29
4.3,758.4,26
5.3,759.1,24
7.3,759.2,18
7.6,759.4,18
5.8,760.1,23
3.1,759.3,37
-2.9,758.6,71
-2.6,758.4,78
-1.4,758.2,68
0.9,758,46
4,757.5,27
3.9,757.7,31
3.3,757.6,50
0,757.2,73
-4.3,757,70
-2.9,756.8,62
-1.6,756.5,64
-1.5,755.8,70
-0.9,754.7,85
1.8,753.4,67
1.4,752.2,56
-1.3,751.4,70
-2.5,750.6,74
-1.2,749.7,73
-0.1,749.5,82
2.2,749.4,61
2,749.6,64
2.3,750.4,59
1.9,750.8,57
0.7,750.9,69
?,750.9,?
-0.4,750.9,55
0.6,750.4,60
1.5,748.8,82
2.8,747.2,79
4.3,745.4,60
4.9,743.4,67
1.6,741.8,76
1.9,740.3,64
1.2,740,64
2,740,55
3.1,740,54
5.1,739.8,51
6.6,739.4,48
4.6,740.6,73
3,742.4,64
1.6,745.4,52
1.5,758.4,52
1,752,52
1.1,755,59
1.1,756.4,63
1.9,757.6,66
-0.1,757.9,77
-1.5,757,78
-3.1,756.2,74
-2.1,755.6,75
-0.1,754.8,78
1.1,754.4,74
1.7,753.2,90
3.1,752.2,88
4.5,751.8,79
3.6,752.1,81
3.5,753,85
3.6,754.4,88
2.8,755.5,88
4.1,756.4,75
6.5,757.4,64
8.5,758.4,50
8.1,761.2,57
5.8,763,65
4.7,765.2,72
4,767,?
3.1,769,72
3.5,770.8,68
4.9,771.7,52
6.4,772,25
5.2,772,54
2.3,772.2,81
-0.5,772,84
0.4,771.8,86
2,771.7,80
3.1,771.4,74
7.3,770.9,49
7.6,770.4,51
5.4,769.6,61
3.7,768.1,63
1.4,766,87
4.1,764.3,77
7.3,763.7,55
9.1,763.8,51
11.1,764,43
12.1,764.6,48
12.9,765.6,42
6.7,766,65
2.3,766.4,84
2.2,766.7,85
3.5,767,83
5.2,767.6,69
10.1,768.2,53
13.9,769.1,43
11.2,770,49
5.9,770.2,74
0,770.2,92
1.1,770.1,88
2.7,770.2,81
6,770.4,68
12.9,770.5,38
9.7,771.2,54
9.6,771.5,59
4.2,771.6,80
0.3,771.8,88
0.1,771.8,90
1.6,772,85
4,772.1,77
10.7,771.8,51
11.3,772.5,52
7.1,773,65
2.5,773.3,87
-0.2,773.2,94
0,773.1,92
1.2,773.1,88
3.9,772.7,78
10.2,772.3,56
9.1,772.4,57
6.9,772.8,66
2.6,773,81
-0.1,773.2,90
0.7,774.1,83
1.7,774.8,76
3.5,775.6,66
6.9,776.5,50
8.8,777.8,44
7.1,778.4,48
2.3,778.8,61
0,778.9,76
2.3,778,63
4.1,778,53
5.8,777.8,48
9.1,777.5,43
9.9,777.9,48
7.1,777.9,61
3.1,777.8,74
2.2,777.4,85
3.5,776.9,90
4.1,776.3,90
4.5,775.7,85
8.9,774.4,68
8.9,773.7,69
7.9,772.7,70
6.2,771.2,81
3.6,769.4,86
4.8,767.9,83
7.9,766.6,61
12.1,765.2,50
14.3,763.4,46
13.1,762.8,60
9.7,762.1,62
7.8,761,75
7,759.7,87
5.6,759.8,91
4.7,759.7,91
5.3,759.4,89
6.5,758.8,85
6.2,759.2,83
4.9,758.8,89
3.7,758.2,91
4,757.5,88
4.9,756.8,76
5.9,756,71
7.4,755.2,52
7.8,754,45
8,753.1,45
6.3,752,53
3.3,750.4,66
2.2,748.7,72
3.3,747.4,66
4.6,746,57
5.8,743.4,52
6,741,53
6.5,738.7,52
5.4,737,65
2.7,735.3,84
3.7,733.4,83
2.8,732.3,93
1.5,732.6,90
2.2,735.2,73
2.5,737.2,75
2,738.2,92
2.2,737.8,82
1.8,737.1,87
1.8,736.8,91
2.1,736.8,91
1.9,736.9,91
1.9,737.5,92
2.8,739,88
3.5,740.9,83
2.5,743.5,84
2.1,745.2,93
1,747.3,88
1.6,749.3,90
2.5,750.5,89
2.3,751.2,93
3.4,751.2,99
4.5,751.6,92
3.5,752.8,90
2.3,754.6,87
2.5,756,87
1.2,757.5,88
2.7,758,86
2.3,758.6,81
4.3,759,71
5.8,759.2,65
3.3,759.2,74
0.3,758.6,90
0.4,758.1,94
0.6,758,92
2,757.4,88
0.5,757.6,100
2.1,757.2,91
2.4,757.2,89
2.4,757,89
2.7,757.2,86
2.2,758.4,93
4,759.6,88
4.3,760.9,87
3.7,762.1,90
5.4,762.2,82
5.3,762.4,81
7.3,761.1,72
3.5,761.8,90
3.8,762.8,92
4.8,763.9,90
5,764.6,81
5.9,765.2,65
5.7,766,65
5.5,766.4,69
1.4,766.5,94
1.2,765.2,96
0.8,764.5,96
0.8,763,94
0.6,761.6,94
1.7,760.4,92
1.7,759.4,92
1.8,758.2,94
1.9,757.4,94
2,757.3,91
3,758.3,81
2.6,761,82
2.3,762.6,89
3,763.6,91
2.6,764.1,91
2.5,764.3,86
2,764.6,83
1.1,764.5,92
0.6,764.1,100
0.7,763.3,100
1.3,762,98
2.1,761.2,100
2.5,760.4,100
3.6,759.5,?
3.4,759.2,95
3.5,759.7,88
3.2,760.4,88
3.1,760.7,88
3.8,761.2,80
4.9,761.6,73
5.8,762,70
4.3,762.3,80
3.1,762.8,86
2.3,762.9,89
2.2,763.3,85
2.3,764,?
2.3,764.4,76
2.3,764.9,79
2.5,764.8,79
2.6,765,79
1.7,764.8,87
0.9,764.2,90
0.6,764.1,85
0.7,764.6,77
1.2,765,79
1.5,765.4,82
2,765.7,73
1.7,766,76
-0.3,765.9,88
-0.8,765.2,97
-1,764.7,99
-0.5,764.6,96
-0.4,764.5,94
-0.5,764.2,98
0.3,763.6,94
?,762.5,?
-1.3,761.6,?
0.7,760.8,98
0.4,759.8,98
0.6,759.4,98
0.7,759,96
0.9,758.6,96
1.1,758.3,96
1.5,758.2,96
1.5,757.7,96
1,756.9,98
1.3,755.8,98
1.3,755.2,98
1.7,754.5,94
2.1,753.8,93
2,752.8,94
2.5,751.9,94
2.2,751.1,94
2.2,749.8,94
2.1,749.5,96
2.5,749.4,93
2.9,749.2,93
3.3,749,83
3.3,748.5,83
2.5,748.3,86
1.6,748.2,90
0.9,747.9,92
0.5,747.8,91
0.1,748.1,88
-0.2,748.3,90
0.4,748.4,80
0,748.6,83
-0.3,748.6,82
-0.5,749,88
-1.2,749.1,88
-1.4,749.4,88
-2.2,?,89
-2.4,750.2,89
-1.9,750.4,86
-1.8,750.4,86
-1.2,750.3,?
-2.5,750.4,85
-3.5,750.4,85
-3.7,751,83
-3.7,752,85
-3.6,752.8,87
-3.9,753.4,91
-3.5,754.1,83
-2.9,754.8,71
-4.3,756.2,70
-4.8,756.7,68
-5.1,757.4,71
-4.6,759,74
-4.2,759.8,61
-4.8,760.2,59
-4.1,761.5,57
-4.5,763,58
-8.8,764.8,68
-11.7,765.9,75
-11.2,766.5,70
-9.7,767.4,63
-8.5,768.2,62
-7.7,769.4,56
-5.3,769.8,46
-5,770.8,47
-8.7,772.1,65
-14.2,773,80
-13.8,773.9,75
-12.5,774.5,70
-11.3,775.1,65
-10.6,775.8,65
-11.1,776.3,65
-10.6,777.2,65
-13.7,777.8,80
-20.5,778.3,85
-20.4,778.1,90
-20,778.3,90
-18,778.3,90
-14.8,778,80
-14,778,75
-12.1,778,70
-14.2,778,80
-15.3,777.6,85
-14.7,776.6,?
-14.4,776,80
-14.1,775.1,85
-13.3,774.4,75
-13.4,774,70
-13.3,773.8,70
-15,773.8,75
-17.9,773.7,80
-17.2,773.2,75
-15,772.5,75
-13.2,771.5,70
-12.6,770.6,80
-12.8,770.2,70
-13.4,769.1,69
-15.4,768.1,80
-18.6,767,80
-20.2,765.4,80
-19.6,764.2,80
-19.5,763.1,80
-17.2,762.2,75
-15.7,761.4,65
-14.5,760.6,70
-18.8,760.4,80
-21.4,759.8,85
-20.5,759.2,85
-18.3,759.2,85
-17.2,758.7,80
-14,758,75
-12.2,757.2,65
-11.5,756.5,65
-13.4,755.8,70
-14.3,754.4,80
-10.3,752.8,80
-8.2,752,78
-5.5,751.4,82
-1,749.8,95
-2.1,750.7,94
-2.1,752.1,87
-2.7,754,87
-2.5,756.2,55
-0.9,759.2,52
0.7,762.7,59
0.1,765.6,67
0.6,767.6,67
1.1,769.4,66
-0.8,770.8,66
-3.5,772.2,78
-5.2,773.8,83
-6.3,775.1,81
-6.4,776.6,?
-6.3,776.8,81
-6.3,777.3,79
-6.3,777.2,79
-6.2,776.7,79
-7.1,776.2,82
-8.2,775.4,90
-10.6,774,90
-9.2,773.6,92
-9.4,772.5,91
-8.5,771.1,?
-7.5,769.6,84
-6.8,768.8,80
-7,767.4,82
-7.5,765.8,90
-7.6,764.8,90
-7.2,763.8,93
-6.9,762.7,91
-6.8,762.1,88
-6.4,761.2,80
-5.3,760.5,80
-6.3,759.6,84
-7.6,759,84
-8.2,758.1,86
-8,757.6,84
-7.9,757.9,81
-8,757.6,78
-8.6,758.2,74
-8.1,758.8,72
-11.1,759.8,90
-13,760.6,90
-12.8,761.5,90
-11.9,762.2,85
-10.3,763.1,80
-8.9,763.6,70
-7.4,764.1,63
-6.5,764.7,59
-9.5,764.9,72
-8,764.7,78
-7.4,764,93
-7.5,763.9,90
-7.8,763.6,90
-8,763.8,90
-8.9,763.6,89
-9,764,76
-10.3,764.6,90
-12.6,764.3,90
-15.4,764.2,90
-18.7,763.8,90
-17.6,763.7,90
-16.3,763.2,90
-14.9,762.5,80
-12.2,762.4,70
-13,762.6,75
-16.2,762.4,80
-15.5,762.3,75
-15.4,762.8,75
-14.9,763.3,80
-14.8,763.8,80
-14,763.9,75
-13.8,764.2,75
-18,764.7,85
-19.3,765,85
-19.8,765.5,85
-18.9,765.2,85
-16,764.6,85
-15.7,764.3,80
-13.9,764,75
-18.8,763.7,85
-22,763,85
-22.4,762.1,85
-21.8,761.8,85
-20.8,760.9,85
-19.2,759.8,85
-17.8,759,80
-12.8,757.8,75
-19,757,80
-14.9,755.6,85
-15.7,754.3,85
-15.4,753.7,85
-15.2,753.1,80
-15,752.5,85
-14.6,751.9,85
-14.9,751.1,85
-18,751,80
-19.6,750.6,85
-18.8,750.4,85
-18,750.5,85
-16.1,750.8,85
-14.9,750.6,90
-14.8,750.7,85
-13.6,750.9,85
-12.5,751.1,89
-12.2,751,90
-11,751.6,90
?,753,?
-8.6,754.6,83
-7.1,756,88
-5.9,757.1,82
-5.1,757.8,78
-5.5,758.3,85
-5.1,758.2,90
-4.6,757.4,91
-3,756.8,91
-1.2,755,84
-0.8,753.2,87
-0.5,751.2,88
-0.2,748.7,88
0.4,746.7,98
0.2,744.8,98
0,745.1,98
-0.9,746.8,97
-2.5,?,96
-4.2,753.8,93
-5.2,757.2,84
-5.9,759.8,86
-7.6,761.6,90
-12.6,762.5,90
-13.8,763.4,90
-13.4,762.2,90
-10.8,762,90
-9.8,761.2,91
-11.3,760.6,90
-10.7,759.6,90
-12.1,758.9,90
-15.1,757,90
-13.6,755.6,90
-14.1,753.8,90
-12.2,752.7,90
-10.7,752.1,90
-10.4,752,90
-8.8,752.5,86
-14.3,753.2,76
-16.3,753.5,90
-15.2,753.9,85
-15.6,754.1,85
-14.2,754,85
-14.3,754,85
-13.5,753.2,?
-11.5,751.9,80
-12.4,750.2,85
-12.3,747.8,90
-11.4,745.9,90
-11.6,744.7,90
-11.3,744.2,90
-11.7,744.2,91
-9.6,744.4,85
-8.6,745.9,77
-12.8,747,85
-13.2,747,90
-12.4,746.1,85
-12.5,745.4,90
-10.2,745,90
-9,744.5,85
-8.2,744.2,86
-7.8,743.6,90
-7.9,743.3,87
-7.8,742.4,90
-7.8,741.7,90
-7.8,740.9,90
-7.7,740.2,90
-7.2,739.4,90
-7.4,739.4,88
-7.4,739.6,85
-7.8,741,84
-8.2,742.4,83
-8.4,743.8,89
-7.6,745.3,84
-7.7,746.7,88
-7.1,747,74
-6.1,749.1,45
-5.3,750.2,31
-7.6,752.5,40
-9.7,754.4,47
-9.6,756.2,53
-9.8,757.8,58
-10.2,760.2,75
-9.4,761.4,79
-9.7,762.4,85
-8.2,763.4,78
-12.3,764.6,90
-14.6,765,85
-14.7,765.4,90
-12.5,765.4,85
-12,765.4,85
-11.1,764.3,85
-10.9,764.3,85
-10.1,764,80
-11.6,763.7,90
-10.2,762.9,85
-9.9,762.8,87
-8.7,762.7,89
-8.9,761.8,85
-9,761.3,85
-8.5,760.9,86
-7.6,760.1,84
-8.3,759.7,86
-7.2,759.1,85
-6.7,758.3,83
-6.7,757.9,83
-7.5,756.8,84
-6.1,756,81
-5.3,754.5,80
-4.3,752.7,72
-4.8,750.8,74
-5.9,748.6,79
-6.4,747.4,80
-6.7,745.3,77
-6.5,744.3,76
-6,743.2,74
-5.6,742.8,72
-5.3,742.4,68
-5.7,742.4,77
-5.9,742.6,98
-5.8,744.7,86
-5.7,746.2,90
-6.9,747.7,88
-5.8,748.4,82
-3.8,748.4,75
-2.7,747.4,73
-2.3,745.7,76
-2.1,743.2,77
-0.9,739.4,83
-0.1,736,88
0.7,733.3,96
1.1,731.4,88
0.8,730.4,90
-0.4,729.4,96
-0.1,728.7,94
-0.1,728.2,94
0.9,728.6,85
1.9,729.6,82
2.9,730.2,79
2.6,731,86
3.5,732.2,76
5.1,733.6,86
3.7,736,93
1.3,739.9,96
0.8,745.3,90
0.9,748.8,85
1,750.4,81
2.1,750.8,78
2.1,750.6,78
2.5,749.4,75
2.3,748.4,72
2.7,746.9,79
2.7,746.4,84
1.5,746.9,83
2.8,747.2,81
4.3,746,87
4.2,745.1,90
4,746.2,90
1.8,748.6,96
0.7,750.2,94
-0.5,751.6,94
-1.8,752.2,94
-1.5,752,84
-1.5,752.4,82
-1,751.8,82
-0.4,749.8,90
0.7,746.3,92
0.9,742.4,98
1.1,739.6,96
1.7,738.2,94
1.6,738.5,94
0.3,739.8,98
1,743.2,86
1,746,88
0.5,748.4,94
-0.6,749.5,96
-1.2,?,91
-1.7,749,96
-1.3,747.4,90
-2,745.2,89
-2.3,742.8,89
-2.4,741.7,89
-2.8,742.4,89
-5.5,743,90
-6.3,745.1,84
-4.3,746.5,68
-3.6,747.6,56
-3.7,747.7,78
-3.4,747,85
-2.2,745,85
-2.8,743.9,91
-3.3,742.9,92
-3.3,741.8,85
-1.7,742,78
-1.1,740.8,87
0.2,738.4,92
1,735.7,94
2.1,733.7,96
3.1,735.2,97
2.5,737.5,96
3.2,741.2,91
4.5,745.8,89
3.7,748,83
4.8,748.7,75
4.8,747.1,79
7.1,743,61
7.9,740,70
8.3,739,72
7.7,739.4,88
5,741.2,89
4.7,744.5,81
5.5,748.6,82
5.5,?,85
5.2,749.8,86
4.6,749.3,87
5.2,748.5,84
4.7,749.4,91
4.1,750.2,93
3.9,751.4,93
3.6,752.2,91
3,752.8,91
2.4,753.2,91
2,754.2,92
1.8,754.6,92
1.3,755,90
1.1,755.4,88
1.1,755.8,83
1.1,755.6,76
1.1,755.1,90
0.5,755.1,98
0.4,754.4,98
0.5,753.7,96
0.5,753.2,96
0.1,752.7,92
0.9,752.6,94
0.3,752.2,92
1.1,751.9,85
1.2,751.2,79
0.7,750.7,86
0.3,749.2,81
0.4,747.5,92
2.6,746.1,96
4.8,745.2,89
4.3,745.5,90
4,745.9,90
3.5,745.7,88
3.4,745.9,90
3.1,746,89
2.8,746,89
2.5,746.2,89
2.1,746.5,91
1.2,747,88
0.3,748.5,89
0.9,749.8,84
0.3,751.4,87
0.1,752,88
0.5,752,86
0.9,751.7,81
0.9,750.8,96
1.4,749.8,90
1.7,749,96
2.2,747.6,?
2.3,746.8,93
2,746,94
1.2,745.4,94
2.1,743.7,96
1.4,741.1,98
2.5,739.2,93
2.7,738.2,93
3.6,736.7,95
3.9,735.6,93
3.3,735.9,97
2.8,736.5,91
2.2,737.6,94
2.4,738.9,91
2.1,740.9,91
1.5,743.2,90
2.2,744.6,91
1.5,745,96
1,744.7,98
0.4,744.7,98
0.9,744.7,96
0.7,745.1,96
0.9,746.6,96
1.7,748.1,90
2,750.4,92
2.1,752.4,93
1.9,753.4,89
1.5,755.5,88
1.9,757.6,89
1.9,760.1,89
1.3,761.8,92
0.4,762.9,93
-1.1,763.5,89
-2.5,764,98
-3.9,763.2,94
-4.1,762.4,93
-3.5,761.6,90
-2.9,760.9,91
-3.7,760.4,89
-2.5,759.9,87
-2.5,758.8,85
-2,758.5,83
-1.3,757.3,93
-1.9,756.4,75
-1,754.6,71
-1.1,752.6,70
-1.6,750.4,74
-1.9,749,71
-1.4,748.2,60
-1.5,747.2,82
-0.6,746.3,81
1.3,747.4,74
3.1,746.8,76
2.9,747.5,81
3.3,748.8,80
3.2,749.4,83
3.7,750.1,78
3.1,751.1,81
2.1,751.6,89
1.7,752.3,94
1.7,753.9,94
1.9,755.6,90
1.7,756.4,94
1.1,757,96
-0.8,759.8,89
-2.1,764.2,75
-4.3,767.2,91
-6.5,769.2,91
-8.2,770.8,90
-7.6,771.4,87
-6.9,771.3,82
-6.1,771,79
-5.1,770.2,73
-5.7,769.4,75
-5.5,768.2,77
-4.5,767.1,74
-3.5,765.8,74
-2.5,764.2,76
-1.2,762.2,81
-0.7,760.1,79
1.1,757.6,85
1.9,754.6,92
4.3,752.2,97
4.3,753.1,95
1.2,754.9,96
2.4,758.6,85
1.7,761.9,73
1.6,763.2,73
2.6,762.4,65
2.6,760.8,63
5.8,759.1,50
3.5,757.5,61
4.5,756.5,62
3.5,756.8,80
3.1,757.7,86
2.6,758.7,93
3.2,759.9,84
2.7,760.8,93
3.2,762.7,94
2.7,764,97
2.5,765.4,98
2.4,765.8,99
2.1,765.6,100
1.9,765.4,100
1.9,765.2,98
1.6,765.4,96
-0.2,765.6,94
-5.2,768.9,98
-4.3,767.6,97
-4.5,766.1,93
-4.9,765,81
-5.6,763,84
-4.7,762.8,79
-4.8,762.9,88
-4.7,763.3,88
-3.8,763.3,82
-4,762.7,80
-3.1,761.8,74
-4.1,761.5,75
-4.3,760.1,87
-4.7,759.4,86
-3.6,759.2,87
-2.8,758.9,82
-2.8,758.6,80
-1.9,757.7,79
-0.7,756.1,85
-0.6,754.7,94
0.9,753.4,80
0.5,753.5,88
1.2,753.4,90
1.3,754.3,85
1,754.6,83
0.6,753.7,76
0.5,751.8,74
1.5,?,79
0.9,748.3,82
2,747,83
2.9,746.8,91
4.7,747.4,91
5.5,748.3,80
5.2,749.2,80
6.1,?,70
6.1,750.4,70
5.4,750.2,80
5.4,749.6,80
5.7,748.9,83
5.9,748.4,82
6,747.4,80
5.7,746.8,83
6.4,745.8,76
6.9,744.8,78
7.1,744.1,81
7.1,743.4,82
9.2,743.2,88
6.7,745.9,93
5.8,749.2,85
5.8,752.4,83
5.6,753.6,86
5.4,753.9,80
5.1,753.2,91
4.3,752.9,90
3.9,753.7,88
3.6,754,88
3.3,754.4,88
3,755.3,88
3.3,755.5,88
2.9,755.9,88
2.4,756.3,89
2.2,756.5,91
2.4,757,89
2.2,757.4,91
2.5,757.6,87
2.6,757.7,88
3.3,757.4,84
3.5,756.4,80
3.1,755.4,74
3.8,755.4,59
3.5,756.3,60
4.5,757,59
5,757.9,62
4.9,758.9,70
5.2,759.7,72
5.1,760.8,81
5.5,761.3,82
6.3,761.6,78
7.4,761.7,79
7.5,761.3,90
7.7,760.9,88
8.1,760.7,84
8.4,760.3,84
8.5,760.1,82
7.9,759.4,85
8.1,758.7,86
8.5,758.7,82
8.7,757.6,79
8.6,756.7,81
8.7,756,81
8.7,755.8,81
8.1,755.7,81
8.2,755.3,84
7.7,755.6,83
7.4,755.9,85
7.9,755.6,81
8,754.3,80
8,754,77
7.7,753.4,77
6.1,753.6,79
5.3,753.9,83
6.1,754.6,82
6.2,754.3,86
5.6,753.2,85
6.5,751.3,78
7.1,750.1,75
8.2,748.8,68
8.7,747.7,73
8.9,746.5,75
9.5,745.8,74
9.7,745.5,77
10.1,744.8,77
10.4,744.3,81
9.8,744.2,86
10.7,743.7,76
10.5,742.7,94
10.6,742,89
8.5,742.3,93
5.5,743.9,92
6.1,746,86
6.5,747,82
6.3,747.5,83
6.7,747.7,77
6.6,747.8,82
5.9,747.1,88
6.1,746.8,80
6.1,747,82
6,746.6,88
6.5,746.6,89
6.5,748.4,85
5.9,749.6,86
5.6,751.7,86
5.9,752.2,85
6,752.8,83
5.1,752.8,84
5.7,752.2,83
5.9,751,85
6.2,749.7,85
6.2,749,89
6,749,93
5.3,749.8,92
5.5,751.8,91
6.7,753.4,94
6.3,755.2,88
6.7,756.7,85
6.1,757.5,88
6.1,757,86
6.2,756.4,86
6.1,755.6,91
6.5,755.2,88
6.2,756.4,83
6.3,757.7,85
7.4,759,85
6.2,760.7,99
5.9,761.5,99
4.3,762.2,95
4.2,761.9,89
4.3,761.6,93
5.5,761,82
6.3,759.8,91
5.7,759.2,97
5.9,760.3,94
5.6,761.2,96
5.4,761.9,95
5.7,761.6,99
5.7,762,95
5.8,762.8,95
5.9,763.7,92
6.4,764.6,94
7.2,765.3,89
7.3,766,96
6.5,766.7,99
5.7,766.6,99
5.6,766.6,99
6.3,766.2,99
6.6,766,93
6.4,765.6,93
5.3,765.5,94
5.4,765.1,99
4.5,764.6,97
5.6,764,85
4.9,763.8,91
5,763.5,89
5.3,762.9,92
5.7,761.8,94
7.1,761.1,92
7.1,760.6,88
7.4,760.4,88
7.1,760.1,88
6.7,760.3,88
7.1,760.3,88
7.9,760.4,88
8.5,760.4,92
8.4,760,93
8.4,759.7,90
8.3,759.8,93
7.5,760.4,95
7.4,761.4,90
7.7,762.6,85
7.5,763.9,83
8.1,764,87
7.9,763.9,82
8.3,762.6,85
7.9,761.6,87
7.5,760.3,89
7.6,759,88
7.4,756.9,94
7.2,755.1,95
6.3,755.4,95
5.9,756.4,94
5.6,756.8,92
5.1,757.6,94
4.9,757.4,92
4.8,757,89
4.5,757.2,89
4.1,757,88
3.4,757,86
2.8,757.6,86
2.7,757.7,?
2.6,758,84
2.4,757.9,84
2.5,758.2,84
3.1,758.6,83
4.4,758.2,80
5.7,757.8,83
6.3,757.6,91
5.7,757.2,95
5,757.3,95
4.6,757.4,93
4,757.3,93
4,757.8,88
4.9,758.1,81
4.5,758.5,87
4.9,758.5,100
5.4,758,99
6,757.6,99
4.8,757.3,99
4.2,757.4,95
3.7,758,95
3.5,758.8,94
3.4,760,95
3.3,761.2,93
